YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,COOLTYPE,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELCOOL,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
4,2,1,1,0,0,3,4,0,0,5,0,0,1,22,4,12,0,2,3,3,3,3,2,4,2,2,8,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2.5,1,4,4,1,0,0,0,0,0,2,2,8,1,44,0,22500,0,1225,1225,0,4567,0.68
5,3,2,0,0,0,6,2,1,1,3,0,1,1,0,4,2,1,3,3,3,3,3,2,4,8,3,8,8,1,1,0,0,1,6,6,0,0,1,6,3,1,6,2,1,0,18.5,0,4,3,1,0,0,1,0,0,1,1,3,2,63.5,1,110000,0,1296,1296,1296,14873,0.48
6,4,2,1,1,0,9,3,1,0,10,1,1,1,22,4,22,2,8,3,2,1,3,5,1,1,1,2,0,0,1,1,0,0,0,8,0,0,1,9,3,1,0,0,1,1,32,0,30,4,1,0,1,1,0,1,2,1,6,1,53,0,72500,0,4221,3512,3821,3925,0.57
1,3,1,0,0,0,9,3,1,0,7,0,0,1,22,3,7,1,0,13,3,4,2,2,12,12,2,10,8,0,1,0,0,1,6,6,1,0,2,0,0,0,5,3,1,0,20.5,0,12,2,1,0,1,1,0,0,0,1,3,7,18.71428571,0,27500,1,1175,1007,504,13266,0.67
3,3,2,0,0,1,3,4,0,1,5,1,1,2,22,3,7,1,0,7,3,2,3,2,12,12,2,8,5,0,1,0,0,0,10,6,0,0,1,6,3,1,5,1,1,0,21,0,12,4,1,0,0,1,0,1,0,1,4,3,59,1,92500,0,1125,964,964,12340,0.47
7,3,2,0,0,1,1,3,0,1,7,1,1,1,21,3,7,1,0,7,3,2,2,1,8,8,3,1,8,2,1,1,0,1,0,5,1,1,1,5,3,0,2,3,1,0,23.5,1,12,4,0,0,1,1,1,1,0,1,2,2,54,0,32500,0,1680,1400,1400,19555,0.37
3,2,1,1,1,1,1,3,0,0,3,1,0,1,22,3,22,0,0,0,0,1,2,1,4,8,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,1,0,0,2.5,0,12,3,0,0,1,0,1,1,1,1,5,1,52,0,57500,0,1964,688,0,12433,0.56
6,2,2,0,0,1,9,3,0,0,18,1,0,1,1,4,7,0,0,7,3,3,1,1,4,8,0,0,0,0,0,0,0,0,6,4,0,1,1,5,1,1,1,2,1,0,50,0,30,2,0,0,1,1,1,1,2,1,3,3,44,0,22500,1,1035,828,1035,10446,0.54
5,5,3,1,1,1,6,4,1,0,7,1,0,1,21,5,7,0,3,3,3,7,3,3,2,4,3,2,1,1,1,0,0,1,2,6,0,1,1,5,1,1,6,3,0,1,21,1,22,2,0,0,1,1,1,1,1,2,5,3,41,0,130000,0,4218,1212,1010,29737,0.43
1,1,1,0,0,0,1,2,0,0,5,0,1,1,22,3,2,0,0,0,0,2,3,2,4,4,2,2,1,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,7,4,1,0,0,1,0,0,1,2,4,1,31,0,37500,0,452,452,151,2058,0.6
4,4,2,1,1,0,16,4,0,1,10,0,1,2,23,3,2,1,3,13,3,8,3,2,4,1,4,2,1,2,1,0,1,1,6,7,0,0,1,7,3,1,6,3,0,0,21,0,12,3,1,0,1,1,0,0,1,1,4,5,24.2,0,57500,0,6027,3618,3618,21358,0.39
6,3,2,0,0,1,16,2,0,0,7,1,0,1,21,5,2,0,5,7,3,3,3,2,12,12,1,2,0,0,1,0,0,0,0,5,0,1,1,5,3,1,4,3,0,0,10.5,0,7,4,0,0,1,1,1,1,0,1,3,4,24.5,0,87500,0,1300,1300,1300,18783,0.38
2,3,1,0,1,1,6,3,1,0,10,1,1,1,22,4,7,1,0,13,3,2,2,2,8,4,1,2,0,0,1,0,0,1,0,7,1,1,2,0,0,0,2,3,1,0,21,0,12,4,0,0,0,1,1,1,0,1,3,2,73.5,1,62500,0,1756,1756,251,9682,0.58
4,5,2,1,1,0,6,2,1,0,5,1,1,1,21,3,22,0,2,3,3,2,2,3,4,12,0,0,0,0,0,0,0,0,0,6,0,0,1,3,1,1,0,0,1,0,10.5,1,0,4,1,0,0,1,0,1,0,1,3,1,85,1,22500,0,3979,1788,894,5171,0.6
6,4,3,0,1,0,6,3,0,0,7,0,1,2,23,5,3,0,5,13,3,5,3,2,8,8,3,8,2,2,1,0,0,0,2,9,0,0,1,9,2,1,7,2,1,0,40,1,22,4,1,0,0,1,0,0,0,1,2,3,56,1,82500,0,3521,2263,2263,20742,0.48
4,3,1,1,1,0,1,0,0,1,7,0,0,2,22,3,2,0,0,7,3,2,3,2,2,4,3,5,5,2,1,0,0,1,2,5,0,0,0,0,0,0,1,3,1,0,2.5,1,7,2,1,0,0,0,0,0,2,1,3,5,24.6,0,37500,1,1914,1514,0,4981,0.39
3,4,2,1,1,1,6,3,1,0,5,1,0,1,21,3,7,0,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,1,6,4,0,0,1,4,2,0,3,1,1,0,10.5,0,12,3,1,0,0,1,0,1,0,1,3,2,66.5,1,27500,0,1900,471,471,4650,0.65
6,3,2,0,1,0,6,4,1,0,5,1,1,2,21,4,12,1,5,7,3,4,3,2,12,8,2,2,2,0,1,0,0,0,2,6,0,1,1,6,3,1,6,3,0,0,217,0,12,4,0,0,1,1,1,1,0,1,2,4,28,0,92500,0,2378,1978,1978,22415,0.68
3,2,1,1,0,1,6,1,0,0,7,1,1,1,22,5,3,0,1,3,3,3,2,2,4,4,3,2,1,1,1,0,0,0,2,5,0,0,1,5,3,1,0,0,0,0,21,1,7,4,1,0,0,1,0,1,1,1,4,3,42.66666667,0,72500,0,2496,2496,2496,6123,0.7
5,3,2,0,0,0,0,3,0,1,5,0,0,1,1,3,3,0,3,3,3,2,1,1,2,2,2,2,1,0,1,0,0,0,2,6,0,0,1,6,1,0,1,1,1,0,0,0,18,3,1,0,0,1,0,0,1,1,2,2,64.5,1,77500,0,2595,1730,1730,3797,0.5
3,1,1,0,0,0,16,3,0,0,10,0,1,1,22,3,7,0,0,0,0,2,2,1,8,12,0,0,0,0,0,0,0,1,6,3,0,0,2,0,0,0,1,3,1,0,38.5,0,4,2,1,0,0,1,0,0,0,1,2,1,61,0,17500,0,611,611,204,2980,0.48
6,4,2,1,1,0,9,3,1,0,7,1,1,1,22,4,3,1,5,13,3,5,2,2,4,8,2,2,2,0,1,1,0,0,6,9,0,1,1,9,3,1,6,3,0,0,116,0,12,3,0,0,1,1,1,1,1,1,5,4,31,0,110000,0,3290,2890,2890,16768,0.31
8,3,2,0,0,1,1,4,1,0,3,1,1,1,22,4,3,1,3,7,3,3,2,2,2,4,2,1,1,0,1,1,0,0,0,5,0,1,1,5,3,1,2,3,0,0,5,1,7,4,0,0,1,1,1,1,1,1,4,2,61,1,47500,0,1431,1431,1431,12458,0.42
6,1,1,0,0,1,0,3,0,1,7,1,0,1,22,3,7,0,0,0,0,1,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.5,0,7,3,0,0,0,0,1,1,0,1,3,1,85,1,17500,1,473,0,0,3807,0.43
6,3,2,0,0,0,6,4,0,0,5,0,1,1,22,3,17,0,0,13,3,3,2,1,12,12,1,2,0,0,1,0,1,0,0,5,0,1,2,0,0,0,2,2,1,0,0,0,12,3,0,0,1,1,1,0,1,1,3,2,53,0,32500,0,1280,1280,256,8603,0.66
7,1,1,0,0,0,9,2,0,1,7,0,0,1,22,3,7,0,1,3,3,1,2,2,2,4,1,10,0,0,1,0,0,0,0,2,0,0,1,2,1,0,0,0,1,0,10.5,0,7,3,1,0,1,1,0,0,0,4,6,2,30,0,72500,0,619,309,309,8138,0.7
5,4,1,1,0,0,16,3,1,1,18,0,1,2,22,4,2,0,2,7,2,8,2,3,4,4,4,10,8,2,1,0,0,0,2,6,1,0,2,0,0,0,1,2,1,0,29,0,12,3,1,0,1,1,0,0,1,1,4,5,50.2,1,47500,0,2964,1976,1317,12823,0.55
1,1,1,0,0,1,6,4,1,1,5,1,1,1,22,3,12,0,0,0,0,2,2,1,2,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,48,0,4,4,1,0,0,0,0,1,0,1,3,1,41,0,8750,1,756,756,0,3211,0.58
1,3,1,0,0,0,28,4,1,0,10,0,1,1,21,3,7,0,0,7,3,4,2,2,4,12,1,5,0,0,0,0,0,0,0,6,0,0,1,6,1,0,1,2,0,0,42,0,12,2,1,0,0,1,0,0,1,2,2,2,54.5,0,77500,0,2016,2016,2016,9287,0.52
2,4,2,0,0,1,1,4,0,1,1,1,0,1,21,4,22,1,0,0,0,2,2,1,4,2,0,0,0,0,0,0,0,0,10,1,0,1,2,0,0,0,2,2,1,0,31.5,0,12,2,0,0,1,1,1,1,0,2,5,1,72,1,47500,0,960,160,320,8863,0.37
5,1,1,0,0,0,3,0,0,0,5,0,0,1,22,3,3,0,0,0,0,1,3,2,4,8,1,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,4,4,1,0,1,0,0,0,1,2,3,1,40,0,47500,0,517,172,0,3298,0.4
6,3,2,1,1,1,9,4,0,1,7,1,1,1,22,3,17,0,2,7,3,5,3,3,8,12,1,2,0,0,1,0,1,1,0,7,0,1,1,7,3,0,2,1,0,0,13,0,18,3,0,0,1,1,1,1,1,1,3,2,49.5,0,130000,0,3480,1982,1982,30384,0.45
3,5,1,1,1,1,6,2,0,0,7,1,1,1,22,3,7,0,3,3,3,3,3,4,4,4,0,0,0,0,0,0,0,1,0,6,0,0,1,6,2,0,1,1,1,0,0,1,12,2,1,0,0,1,0,1,2,1,3,1,67,1,27500,0,2780,986,959,4215,0.72
4,5,2,1,0,0,9,2,0,0,7,0,0,1,22,3,12,1,3,1,3,2,2,1,12,12,0,0,0,0,0,0,0,0,2,9,0,0,1,9,1,0,4,1,1,0,2.5,0,12,3,1,0,1,1,0,0,0,2,5,2,58.5,1,17500,1,1776,1776,1776,12369,0.41
5,2,1,0,0,1,9,1,0,0,18,1,1,1,22,4,22,0,0,0,0,3,2,2,8,12,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,1,0,21,0,12,4,0,0,1,1,1,1,1,1,1,2,39,0,27500,0,884,884,221,2577,0.53
4,2,1,0,0,1,1,2,1,0,1,1,1,1,22,3,22,0,2,7,3,2,3,1,2,2,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,26,1,4,3,0,0,1,1,1,1,0,1,4,1,39,0,27500,0,831,831,208,11847,0.48
2,3,1,0,1,0,1,1,0,0,10,0,0,1,21,5,7,1,0,7,3,2,2,1,8,2,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,1,0,0,0,7,2,1,0,1,1,0,0,1,1,2,4,26.5,0,32500,1,2484,1035,207,5191,0.44
1,2,1,0,0,0,1,4,1,0,5,0,0,1,22,2,2,0,0,0,0,1,2,2,4,4,2,10,2,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,18.5,0,2,3,1,0,0,1,0,0,0,4,7,3,25.33333333,0,92500,0,598,598,399,3383,0.61
7,5,3,0,1,1,6,3,0,0,7,1,1,1,21,3,3,1,5,7,3,5,2,2,2,4,2,1,1,0,1,0,0,0,2,9,0,0,1,9,2,0,4,2,0,0,19.5,0,12,3,1,0,1,1,0,1,1,1,5,2,57.5,0,92500,0,3923,2523,2523,16670,0.52
5,3,2,0,1,1,6,2,0,0,5,1,1,1,21,5,2,1,8,7,2,2,3,1,8,8,1,2,0,0,1,0,0,0,2,8,1,1,1,8,2,1,6,2,0,0,31,0,12,3,0,0,1,1,1,1,1,1,2,2,42.5,0,27500,0,2325,1925,1925,16414,0.38
1,3,2,0,0,0,6,2,1,0,7,0,1,2,21,4,7,0,8,13,3,2,3,2,4,4,5,10,8,8,1,0,0,1,2,12,1,0,2,0,0,0,1,2,1,0,42.5,0,30,3,1,0,1,1,0,0,1,1,7,4,44.5,0,130000,0,9328,7791,1948,2742,0.55
7,3,3,0,1,1,16,3,0,0,7,1,1,2,22,4,7,0,8,7,3,5,3,2,4,4,1,1,0,0,1,1,0,1,2,7,0,0,1,7,3,1,4,3,0,0,0,0,22,4,1,0,1,1,0,1,1,1,5,2,50.5,0,130000,0,3063,2663,2663,15289,0.46
7,5,2,2,1,0,6,4,1,0,7,1,1,2,21,4,12,1,8,3,3,4,2,5,2,2,2,10,1,0,1,0,0,0,2,7,0,0,1,7,2,1,5,2,0,0,60.5,0,18,4,1,0,1,1,0,1,1,1,6,4,32.25,0,67500,0,3059,1825,1825,11958,0.56
4,3,2,1,0,1,16,3,1,0,10,1,1,2,22,4,12,1,5,7,2,3,2,5,4,4,1,1,0,0,1,0,0,1,6,6,1,1,1,5,1,0,4,3,1,0,21,0,12,4,0,0,1,1,1,1,1,1,3,4,25.75,0,72500,0,2652,1658,1492,32490,0.6
7,1,1,0,0,1,6,2,1,0,7,1,0,1,22,2,7,0,0,0,0,1,2,1,12,12,1,1,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,2,2,1,56,0,2000,1,780,390,0,6704,0.52
1,3,1,1,0,0,6,4,0,0,5,0,0,2,22,3,3,0,0,7,2,4,3,4,12,2,1,1,0,0,1,0,0,0,6,5,0,0,2,0,0,0,3,1,0,0,0,0,18,3,1,0,0,1,0,0,0,1,1,3,60.66666667,1,27500,0,1425,1425,285,4537,0.58
4,4,2,0,1,1,6,3,1,1,7,1,0,2,23,3,7,0,8,7,2,3,2,3,4,4,1,2,0,0,1,0,0,0,0,7,1,1,1,7,3,1,4,3,1,0,2.5,1,7,3,0,0,1,1,1,1,2,1,4,4,24.75,0,47500,0,2192,1792,1792,43556,0.41
6,3,2,0,0,1,6,3,1,0,10,1,1,1,21,3,12,2,5,3,3,3,3,2,2,4,2,1,1,0,1,1,0,1,2,6,0,0,1,6,3,0,3,0,0,0,2.5,0,12,3,0,0,1,1,0,1,0,1,5,2,61,1,130000,0,1696,1696,1696,15941,0.58
8,6,3,1,1,0,3,3,0,0,10,0,1,2,21,3,7,0,3,7,3,2,3,3,2,2,1,2,0,0,1,0,0,0,0,11,1,0,1,11,3,1,6,1,0,0,5,0,30,4,1,0,0,1,0,1,1,1,1,3,41.33333333,0,130000,0,3731,3331,3331,16409,0.52
1,2,1,0,0,1,1,4,1,1,10,1,1,2,22,3,7,0,2,3,3,1,2,2,4,4,2,8,2,0,1,0,0,1,2,5,1,1,2,0,0,0,3,3,1,0,14.5,1,7,2,0,0,1,1,1,1,1,1,3,2,39,0,72500,0,1656,1656,607,17897,0.5
2,2,1,0,0,0,1,2,1,0,10,0,0,1,22,3,3,0,0,3,3,1,2,1,8,8,0,0,0,0,0,0,0,0,0,4,0,0,1,4,3,0,0,0,0,0,54.5,0,7,3,1,0,0,1,0,0,0,1,2,3,13.66666667,0,3750,1,821,821,821,7010,0.68
3,3,2,1,0,1,16,4,0,1,18,1,1,2,21,5,7,2,2,3,3,2,3,2,4,4,1,1,0,0,1,0,0,0,6,3,0,0,1,4,2,0,4,3,0,0,33,0,12,3,0,0,0,1,0,1,0,1,2,2,72.5,1,47500,0,2192,573,763,17812,0.43
2,4,2,0,1,1,6,2,0,0,7,1,1,2,21,4,7,0,3,13,3,3,3,2,4,2,2,5,1,0,1,0,0,0,0,8,0,0,1,8,1,1,0,0,0,0,7.5,0,22,3,1,0,0,1,0,1,0,1,5,2,63,1,67500,0,2796,2400,2400,7968,0.5
5,2,2,0,0,1,0,4,0,0,5,1,1,1,22,3,7,0,2,3,3,3,2,1,4,8,1,1,0,0,1,0,0,0,0,4,0,1,1,4,1,0,0,0,0,0,0,1,18,3,0,0,1,1,1,1,1,1,3,2,30,1,52500,0,615,615,615,4862,0.33
2,3,1,0,0,1,16,1,1,0,10,1,0,1,22,3,7,0,8,13,3,1,2,1,4,4,3,10,1,1,1,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,5,0,12,3,0,0,0,0,0,1,1,6,3,5,33.2,0,2000,1,1816,936,0,7499,0.49
8,3,2,1,1,1,16,2,0,0,10,1,1,2,21,5,2,2,8,3,3,2,3,3,4,4,2,10,2,0,1,0,0,0,2,6,0,1,0,0,0,0,3,3,1,0,23.5,1,18,4,0,0,1,0,1,1,0,1,3,2,58.5,0,82500,0,2729,2329,0,16713,0.53
3,1,1,0,0,1,6,4,0,0,7,1,0,1,22,3,3,0,0,0,0,2,2,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,15.5,0,2,4,1,0,0,1,0,1,1,4,2,4,14.25,1,27500,1,483,0,161,4137,0.44
8,4,2,1,1,0,1,4,0,1,5,1,1,2,0,5,3,0,5,3,3,3,3,3,2,2,6,10,10,10,1,0,0,0,0,10,0,0,1,5,2,1,3,2,0,0,0,0,12,4,1,1,1,1,0,1,1,2,3,1,53,1,97500,0,3546,1983,992,17451,0.51
5,5,3,0,1,1,1,3,1,0,5,1,0,2,23,4,2,0,2,3,3,1,3,2,2,2,1,1,0,0,1,0,0,1,2,10,0,0,0,0,0,0,0,0,0,0,15.5,1,18,3,1,0,0,0,0,1,1,1,5,1,25,0,42500,0,3258,2858,0,6905,0.57
6,2,1,1,0,0,1,2,0,1,18,0,1,1,21,4,3,0,0,0,0,3,3,2,4,2,1,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,1,1,4,3,42,0,52500,0,936,936,0,2596,0.38
4,2,1,0,0,1,6,0,0,0,10,1,0,1,22,3,7,0,0,0,0,2,2,1,8,8,0,0,0,0,0,0,0,1,0,4,0,0,1,4,1,1,1,1,0,0,10.5,1,4,3,0,0,1,1,0,1,0,1,3,4,16.75,0,22500,1,841,841,841,9419,0.54
2,4,2,1,1,0,6,2,0,1,7,0,0,1,23,3,7,0,1,3,2,2,3,2,4,4,2,2,2,0,1,0,0,0,2,6,0,0,1,6,2,1,2,0,1,0,20,1,22,3,1,0,1,1,0,0,1,1,8,2,36,0,97500,0,2600,1800,1200,7214,0.55
6,4,3,1,1,1,16,3,0,0,10,1,1,2,21,4,3,1,8,7,3,10,3,2,8,12,4,5,1,1,1,1,1,1,0,12,0,0,1,12,3,0,9,3,0,1,36.5,0,18,3,0,0,0,1,0,1,1,1,1,4,23.25,0,22500,1,5416,5416,5416,13475,0.54
6,3,3,0,1,0,6,3,1,0,5,1,1,2,21,4,2,1,3,7,2,4,3,2,2,4,2,10,1,0,1,0,0,1,10,7,0,0,1,7,2,1,0,0,0,0,29,0,12,3,1,0,0,1,0,1,1,1,6,2,52.5,1,130000,0,3174,2209,2209,14996,0.54
5,4,1,0,0,1,0,4,1,0,10,1,0,1,22,3,2,0,0,13,3,2,3,2,4,12,1,10,0,0,1,0,0,0,2,7,0,1,1,7,3,0,0,0,1,0,22.5,0,7,2,1,0,0,1,1,1,1,1,3,5,22.8,0,62500,0,1021,1021,1021,17611,0.42
5,3,3,0,1,1,6,2,0,0,5,1,1,1,21,4,3,0,2,3,3,3,1,1,1,1,1,1,0,0,1,0,0,1,2,6,1,0,1,6,3,0,3,3,1,0,10,1,12,4,1,0,0,1,0,1,1,1,6,1,51,1,130000,0,3323,2923,2923,9822,0.59
1,3,1,1,0,0,3,2,0,0,0,0,1,1,1,3,3,0,1,0,0,2,2,1,1,1,1,2,0,0,1,0,0,0,0,7,0,1,2,0,0,0,0,0,1,0,26.5,0,22,2,0,0,1,1,1,0,1,1,6,2,47.5,0,62500,0,3375,3375,321,5805,0.49
2,4,1,0,0,1,16,1,1,0,10,1,0,1,22,3,12,1,0,7,3,1,2,1,2,4,3,10,8,5,1,0,1,0,0,8,0,0,2,0,0,0,0,0,0,0,15.5,0,12,2,1,0,0,1,0,1,2,1,4,3,37.66666667,0,52500,0,1800,1475,100,19967,0.62
5,4,2,1,1,0,3,4,0,0,7,0,1,1,1,4,22,0,0,7,3,5,2,2,12,12,1,5,0,0,1,0,0,0,0,8,0,0,1,8,3,1,0,0,1,0,12.5,1,12,3,1,0,0,1,0,0,0,1,5,3,39.66666667,0,52500,0,3636,3236,3236,14655,0.55
7,3,2,0,1,1,6,1,0,0,5,1,0,1,22,4,7,0,3,3,3,1,3,4,4,8,3,5,10,5,1,0,0,1,6,6,0,1,1,6,3,0,3,3,1,0,39.5,0,18,3,0,0,1,1,1,1,1,1,2,4,22,0,57500,0,1630,1230,1230,18133,0.44
7,3,2,0,0,1,16,3,0,1,10,1,1,2,21,4,3,3,8,7,3,4,3,2,12,12,0,0,0,0,0,1,0,0,0,6,1,1,1,6,3,1,4,3,0,1,95,0,12,3,0,0,1,1,1,1,1,1,1,4,24.75,0,77500,0,1920,1920,1920,32913,0.47
6,3,2,0,1,1,3,2,0,1,5,1,1,1,22,4,17,0,3,3,3,4,3,2,8,8,1,1,0,0,1,0,0,0,0,6,0,1,1,6,3,0,1,3,1,0,23.5,0,18,3,0,0,1,1,1,1,1,1,4,2,52,0,82500,0,2030,1630,2030,14279,0.45
8,3,2,0,1,1,6,4,1,0,10,1,1,1,21,4,3,0,5,7,3,2,2,1,8,8,1,5,0,0,1,0,0,1,2,5,0,1,1,5,3,0,2,1,0,0,16,0,12,3,1,0,0,1,1,1,1,2,3,6,18.33333333,0,47500,0,1808,1408,1408,14656,0.47
1,2,1,0,0,0,1,3,0,0,3,0,1,1,21,4,12,0,0,3,3,2,2,1,8,8,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,1,3,0,0,13,0,7,2,0,0,0,1,1,0,0,1,1,2,80.5,1,12500,1,875,875,219,17579,0.39
5,2,1,0,0,1,6,4,0,0,7,1,0,2,22,3,7,1,0,0,0,5,2,1,12,8,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,1,1,0,13,0,12,1,1,0,1,0,1,1,0,2,3,1,58,0,12500,1,1102,1102,0,12363,0.43
7,4,2,1,1,0,1,3,1,0,7,0,1,1,23,4,3,1,3,7,2,3,1,3,2,4,2,2,2,0,1,0,0,0,2,6,0,0,1,8,2,1,1,1,0,0,0,0,12,3,1,0,1,1,0,0,2,1,3,2,50.5,0,130000,0,2722,1045,1602,6665,0.46
5,2,1,0,0,0,9,4,0,0,3,0,0,1,22,4,7,0,8,3,3,2,2,1,2,1,1,2,0,0,1,0,0,0,0,4,0,0,1,4,1,1,0,0,0,0,0,1,4,4,1,0,0,1,0,0,1,1,2,5,13.4,0,22500,1,815,815,815,3484,0.54
3,3,1,1,0,0,3,2,1,0,5,0,1,1,22,4,3,0,0,3,3,3,2,1,2,2,1,1,0,0,1,0,0,0,0,7,0,0,1,7,1,1,3,1,1,0,8,1,22,3,1,0,1,1,0,0,0,1,2,2,39,1,6250,1,1360,1360,1360,9311,0.45
7,6,3,2,1,0,28,1,1,0,18,0,0,2,23,3,7,1,1,7,2,5,3,3,8,12,3,10,5,2,1,0,0,1,6,8,0,0,0,0,0,0,1,0,0,0,49,1,22,3,1,0,0,0,0,1,0,1,2,4,30.5,0,82500,0,4887,2126,0,18306,0.52
3,3,1,0,0,0,3,3,0,0,5,0,0,1,1,4,3,1,0,0,0,4,3,2,12,12,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,1,0,5,0,12,3,1,0,0,0,0,0,1,2,2,2,61,1,27500,0,777,777,0,4515,0.61
5,2,2,0,0,1,1,3,0,0,10,1,1,1,22,3,7,0,0,7,3,3,2,1,8,1,0,0,0,0,0,0,0,0,2,3,0,1,1,3,3,0,1,1,0,0,5,0,7,3,0,0,1,1,1,1,1,1,0,6,20.5,0,22500,1,924,693,693,15169,0.42
6,4,3,1,1,0,6,2,0,0,5,0,1,1,21,4,7,0,2,3,2,2,3,2,4,4,2,2,1,0,1,0,0,0,2,7,0,0,1,7,1,1,0,0,0,1,42,1,22,3,1,0,0,1,0,0,1,1,7,2,46,0,130000,0,6800,3080,3080,11084,0.48
1,3,1,0,0,1,16,2,0,1,7,1,1,1,22,4,22,0,0,0,0,1,3,4,4,8,1,10,0,0,1,0,0,1,2,6,0,0,2,0,0,0,1,1,1,0,29,0,22,4,0,0,0,1,0,1,0,1,4,2,57.5,0,47500,0,2262,1508,251,5270,0.58
5,2,1,0,0,0,0,3,1,1,7,0,1,1,21,5,7,1,8,1,3,2,2,1,12,12,1,1,0,0,1,1,0,1,6,5,0,1,1,5,3,0,0,0,1,0,10.5,0,12,2,0,0,0,1,1,0,1,1,4,3,25,0,77500,0,1536,1536,1536,14485,0.59
6,2,2,0,0,1,0,1,0,1,7,1,0,1,22,3,12,0,0,3,0,1,1,1,12,12,0,0,0,0,0,0,0,0,0,3,0,1,1,3,1,0,0,0,0,0,5,0,7,2,0,0,1,1,1,1,0,1,3,4,14.25,0,12500,1,924,924,924,13257,0.42
3,4,2,1,1,1,3,3,0,0,5,1,0,2,23,4,3,0,0,7,3,7,1,2,4,8,1,1,0,0,1,0,0,0,2,7,0,0,1,7,1,1,1,2,0,0,42,1,12,2,1,0,1,1,0,1,1,7,3,4,21,0,52500,0,2460,2060,1010,15589,0.54
3,1,1,0,0,0,1,2,0,0,10,0,0,1,22,3,3,0,0,0,0,1,3,3,2,4,1,2,0,0,1,0,0,1,0,3,0,0,1,3,3,0,0,0,0,0,32,0,4,3,1,0,1,1,0,0,2,1,0,3,33.33333333,0,47500,0,605,605,605,8018,0.51
6,2,2,0,1,1,9,1,0,1,5,1,1,1,22,3,2,0,1,3,3,2,2,1,2,2,0,0,0,0,0,0,0,0,2,5,0,1,1,5,3,1,3,0,1,0,29,1,0,3,0,0,1,1,1,1,2,1,2,1,79,1,42500,0,1456,1206,1206,7397,0.38
4,0,1,0,0,1,1,4,0,0,5,1,0,1,22,3,12,0,3,0,0,1,2,1,8,8,1,5,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,34,1,2,4,1,0,0,0,0,1,1,2,4,1,37,0,37500,0,617,617,0,3685,0.63
1,1,1,0,0,0,6,2,1,1,10,0,1,1,22,3,2,0,0,0,0,2,2,1,4,2,2,5,2,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,24,0,7,4,1,0,0,0,0,0,2,1,3,2,21.5,0,47500,0,782,782,0,1827,0.6
5,3,1,1,1,1,6,3,1,0,10,1,1,1,1,3,7,0,8,13,3,3,3,2,8,8,3,5,5,5,1,0,0,1,2,8,0,0,2,0,0,0,0,0,1,0,7.5,1,7,4,1,0,0,1,0,1,2,1,2,4,31,0,17500,1,1800,1550,113,14929,0.6
6,1,1,0,0,1,6,3,1,1,10,1,0,1,22,3,12,1,5,3,3,2,2,1,4,2,1,2,0,0,1,0,0,0,2,3,0,1,1,3,3,0,2,1,1,0,13,0,7,3,0,0,1,1,1,1,0,1,6,1,77,1,32500,0,1248,1248,1248,11376,0.52
